date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:47:16	338/338	---M--	200	added ('OK')	text/html	etag:%22152-49e5a42372c8b%22	http://fuego.sourceforge.net/fuego-doc-1.1/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/index.html	(from )
11:47:16	1689/1689	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Apr%202012%2017:47:16%20GMT	http://fuego.sourceforge.net/robots.txt		(from )
11:47:17	1107/1107	---M--	200	added ('OK')	text/html	etag:%22453-49e5a62d1bc24%22	http://fuego.sourceforge.net/fuego-doc-1.1/toc.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/toc.html	(from )
11:47:18	1196/1196	---M--	200	added ('OK')	text/html	etag:%224ac-49e5a616385d8%22	http://fuego.sourceforge.net/fuego-doc-1.1/main.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/main.html	(from )
11:47:18	8097/8097	---M--	200	added ('OK')	text/css	etag:%221fa1-49e5a61638681%22	http://fuego.sourceforge.net/fuego-doc-1.1/doxygen.css	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/doxygen.css	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:20	2215/2215	---M--	200	added ('OK')	text/html	etag:%228a7-49e5a59949edd%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:21	3896/3896	---M--	200	added ('OK')	text/html	etag:%22f38-49e5a4522dac1%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:22	3973/3973	---M--	200	added ('OK')	text/html	etag:%22f85-49e5a36e401c4%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:23	2900/2900	---M--	200	added ('OK')	text/html	etag:%22b54-49e5a5baaad7a%22	http://fuego.sourceforge.net/fuego-doc-1.1/simpleplayers-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/simpleplayers-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:24	3241/3241	---M--	200	added ('OK')	text/html	etag:%22ca9-49e5a63981963%22	http://fuego.sourceforge.net/fuego-doc-1.1/gouct-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gouct-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:25	2616/2616	---M--	200	added ('OK')	text/html	etag:%22a38-49e5a6afc31c5%22	http://fuego.sourceforge.net/fuego-doc-1.1/fuegotest-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/fuegotest-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:26	2365/2365	---M--	200	added ('OK')	text/html	etag:%2293d-49e5a61bf13a4%22	http://fuego.sourceforge.net/fuego-doc-1.1/fuegomain-doc/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/fuegomain-doc/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:27	1817/1817	---M--	200	added ('OK')	text/html	etag:%22719-49e5a6a080d56%22	http://fuego.sourceforge.net/fuego-doc-1.1/general/index.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/general/index.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:28	1350/1350	---M--	200	added ('OK')	text/html	etag:%22546-49e5a6aa0a2ab%22	http://fuego.sourceforge.net/fuego-doc-1.1/general/generalmodules.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/general/generalmodules.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:29	18573/18573	---M--	200	added ('OK')	image/jpeg	etag:%22488d-49e5a6172c9f4%22	http://fuego.sourceforge.net/fuego-doc-1.1/go.jpg	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go.jpg	(from http://fuego.sourceforge.net/fuego-doc-1.1/index.html)
11:47:30	1722/1722	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Apr%202012%2017:47:29%20GMT	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/namespaces.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/namespaces.f.delayed	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:31	3658/3658	---M--	200	added ('OK')	text/html	etag:%22e4a-49e5a59f02c5e%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/classes.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/classes.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:32	1829/1829	---M--	200	added ('OK')	text/html	etag:%22725-49e5a5aa74780%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/hierarchy.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/hierarchy.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:33	2817/2817	---M--	200	added ('OK')	text/html	etag:%22b01-49e5a59b32301%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/annotated.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/annotated.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:34	2610/2610	---M--	200	added ('OK')	text/html	etag:%22a32-49e5a5aa74704%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/files.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/files.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:35	13541/13541	---M--	200	added ('OK')	text/html	etag:%2234e5-49e5a59c26547%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/functions.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/functions.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:37	1880/1880	---M--	200	added ('OK')	text/html	etag:%22758-49e5a5b121754%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/globals.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/globals.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:38	1519/1519	---M--	200	added ('OK')	text/html	etag:%225ef-49e5a5ad50ee6%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/pages.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/pages.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:39	4324/4324	---M--	200	added ('OK')	text/html	etag:%2210e4-49e5a59ff6e67%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/GtpEngine_8cpp.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/GtpEngine_8cpp.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:41	11279/11279	---M--	200	added ('OK')	text/html	etag:%222c0f-49e5a5a88c2d8%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/GtpEngine_8h.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/GtpEngine_8h.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:42	1927/1927	---M--	200	added ('OK')	text/html	etag:%22787-49e5a5a0eb13e%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/gtpenginecommands.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/gtpenginecommands.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:43	1931/1931	---M--	200	added ('OK')	text/html	etag:%2278b-49e5a59c265a7%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/gtpenginesimulatedelay.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/gtpenginesimulatedelay.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:45	9815/9815	---M--	200	added ('OK')	text/css	etag:%222657-49e5a47576e3a%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/doxygen.css	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/doxygen.css	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:46	22110/22110	---M--	200	added ('OK')	text/html	etag:%22565e-49e5a4897dddb%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classes.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classes.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:47	14479/14479	---M--	200	added ('OK')	text/html	etag:%22388f-49e5a535272a1%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/hierarchy.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/hierarchy.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:48	31698/31698	---M--	200	added ('OK')	text/html	etag:%227bd2-49e5a45bb715b%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/annotated.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/annotated.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:50	29136/29136	---M--	200	added ('OK')	text/html	etag:%2271d0-49e5a527cd345%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/files.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/files.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:50	11894/11894	---M--	200	added ('OK')	text/html	etag:%222e76-49e5a469115dc%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/functions.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/functions.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:51	3161/3161	---M--	200	added ('OK')	text/html	etag:%22c59-49e5a589138ed%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/globals.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/globals.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:52	1878/1878	---M--	200	added ('OK')	text/html	etag:%22756-49e5a55e293c1%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/pages.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/pages.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:53	42161/42161	---M--	200	added ('OK')	text/html	etag:%22a4b1-49e5a55e29328%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgBoardConst.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgBoardConst.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:54	12902/12902	---M--	200	added ('OK')	text/html	etag:%223266-49e5a498c0181%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgBWIterator.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgBWIterator.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:54	16873/16873	---M--	200	added ('OK')	text/html	etag:%2241e9-49e5a492131e2%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgBWArray.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgBWArray.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:56	104937/104937	---M--	200	added ('OK')	text/html	etag:%22199e9-49e5a4d4d4f6e%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgPointSet.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgPointSet.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:56	18270/18270	---M--	200	added ('OK')	text/html	etag:%22475e-49e5a4400f2c6%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgArray.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgArray.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:56	48707/48707	---M--	200	added ('OK')	text/html	etag:%22be43-49e5a55a58b03%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgArrayList.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgArrayList.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:57	27524/27524	---M--	200	added ('OK')	text/html	etag:%226b84-49e5a5057876a%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgStack.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgStack.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:58	24461/24461	---M--	200	added ('OK')	text/html	etag:%225f8d-49e5a43f1adc7%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgStatistics.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgStatistics.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:47:59	10640/10640	---M--	200	added ('OK')	text/html	etag:%222990-49e5a4eac42d0%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/namespaceSgTime.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/namespaceSgTime.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:02	156826/156826	---M--	200	added ('OK')	text/html	etag:%222649a-49e5a50ff5a9f%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgSearch.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgSearch.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:03	71016/71016	---M--	200	added ('OK')	text/html	etag:%2211568-49e5a47d18047%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgProp.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgProp.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:06	144652/144652	---M--	200	added ('OK')	text/html	etag:%222350c-49e5a43591778%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgNode.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgNode.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:06	50661/50661	---M--	200	added ('OK')	text/html	etag:%22c5e5-49e5a5a5afcc1%22	http://fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/classGtpEngine.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/gtpengine-doc/classGtpEngine.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:08	41328/41328	---M--	200	added ('OK')	text/html	etag:%22a170-49e5a4fafa972%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgGtpCommands.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/classSgGtpCommands.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:09	3434/3434	---M--	200	added ('OK')	text/html	etag:%22d6a-49e5a4c0ce220%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/namespaceSgGtpUtil.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/namespaceSgGtpUtil.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:09	2050/2050	---M--	200	added ('OK')	text/html	etag:%22802-49e5a539ec2c4%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/sgnotes.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/sgnotes.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:09	4230/4230	---M--	200	added ('OK')	text/html	etag:%221086-49e5a550cf3c4%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/sgboardrepresentation.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/sgboardrepresentation.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:09	11691/11691	---M--	200	added ('OK')	text/html	etag:%222dab-49e5a54c0a882%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/group__sguctgroup.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/group__sguctgroup.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:09	4750/4750	---M--	200	added ('OK')	text/html	etag:%22128e-49e5a5844edca%22	http://fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/group__sgopeningbook.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/smartgame-doc/group__sgopeningbook.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:10	9815/9815	---M--	200	added ('OK')	text/css	etag:%222657-49e5a388f40c3%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/doxygen.css	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/doxygen.css	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:10	3324/3324	---M--	200	added ('OK')	text/html	etag:%22cfc-49e5a397422e9%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/namespaces.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/namespaces.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:11	11010/11010	---M--	200	added ('OK')	text/html	etag:%222b02-49e5a39189519%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classes.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classes.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:11	7394/7394	---M--	200	added ('OK')	text/html	etag:%221ce2-49e5a3f3c3cd3%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/hierarchy.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/hierarchy.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:11	12617/12617	---M--	200	added ('OK')	text/html	etag:%223149-49e5a374ed324%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/annotated.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/annotated.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:12	10716/10716	---M--	200	added ('OK')	text/html	etag:%2229dc-49e5a3805ec40%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/functions.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/functions.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:12	1844/1844	---M--	200	added ('OK')	text/html	etag:%22734-49e5a40aa72a6%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/pages.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/pages.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:18	391364/391364	---M--	200	added ('OK')	text/html	etag:%225f8c4-49e5a41248561%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoBoard.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoBoard.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:19	48233/48233	---M--	200	added ('OK')	text/html	etag:%22bc69-49e5a35d158c8%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoPlayer.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoPlayer.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:21	107150/107150	---M--	200	added ('OK')	text/html	etag:%221a28e-49e5a3575cb0e%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoGame.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoGame.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:22	198668/198668	---M--	200	added ('OK')	text/html	etag:%223080c-49e5a3be5be31%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoRegion.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoRegion.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:23	63687/63687	---M--	200	added ('OK')	text/html	etag:%22f8c7-49e5a3f888877%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoBlock.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoBlock.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:25	72779/72779	---M--	200	added ('OK')	text/html	etag:%2211c4b-49e5a3b1020a7%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoChain.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoChain.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:29	164797/164797	---M--	200	added ('OK')	text/html	etag:%22283bd-49e5a3ddd4b7a%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoRegionBoard.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoRegionBoard.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:31	36666/36666	---M--	200	added ('OK')	text/html	etag:%228f3a-49e5a35e09d1f%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoBensonSolver.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoBensonSolver.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:32	62378/62378	---M--	200	added ('OK')	text/html	etag:%22f3aa-49e5a38fa10bb%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoSafetySolver.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoSafetySolver.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
11:48:34	45785/45785	---M--	200	added ('OK')	text/html	etag:%22b2d9-49e5a3d90fdd7%22	http://fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoStaticSafetySolver.html	C:/Users/quentin/Dropbox/Go%20AI/Fuego/Fuego%20Documentation/fuego.sourceforge.net/fuego-doc-1.1/go-doc/classGoStaticSafetySolver.html	(from http://fuego.sourceforge.net/fuego-doc-1.1/toc.html)
